name,common,ra_deg,dec_deg,major_arcmin,type,minor_arcmin,pos_angle,messier
IC0489,,120.407250,25.996389,,*,,,
IC0490,,120.833833,25.811417,0.59,G,0.47,95,
IC0491,,120.979167,26.520611,0.65,G,0.28,115,
IC0492,,121.411083,26.168194,1.02,G,0.77,31,
IC0493,,121.864958,25.134028,0.81,G,0.61,18,
IC0494,,121.600500,1.036056,1.32,G,0.64,48,
IC0495,,122.080917,9.013889,0.47,G,0.40,88,
IC0496,,122.434000,25.881611,0.63,G,0.39,30,
IC0497,,122.525292,24.922083,0.78,G,0.39,177,
IC0498,,122.376125,5.280694,1.21,G,1.08,66,
IC0499,,131.322083,85.740028,1.88,G,0.90,77,
IC0500,,123.165000,-16.050806,1.77,G,0.71,54,
IC0501,,124.698292,24.537417,0.73,G,0.55,125,
IC0502,,125.515042,8.752611,0.56,G,0.54,62,
IC0503,,125.544500,3.268056,1.33,G,1.03,110,
IC0504,,125.671667,4.262417,1.51,G,1.09,139,
IC0505,,125.840292,4.372472,1.38,G,0.99,144,
IC0506,,125.878042,4.299500,1.19,G,0.86,171,
IC0508,,127.092958,25.124722,0.79,G,0.70,97,
IC0509,,128.014583,24.010917,1.02,G,0.92,57,
IC0510,,128.044167,-2.162222,0.80,GPair,,,
IC0510 NED01,,128.042458,-2.162111,0.33,G,0.18,132,
IC0510 NED02,,128.045542,-2.162389,0.91,G,0.52,137,
IC0511,,130.210208,73.486667,1.22,G,0.46,142,
IC0512,,135.957625,85.501694,1.72,G,1.34,174,
IC0513,,128.271083,-12.355556,1.49,G,1.00,39,
IC0514,,128.842833,-2.047056,0.57,G,0.34,160,
IC0515,,128.880375,-1.901111,1.04,G,0.58,34,
IC0516,,128.961542,-1.871222,0.59,G,0.30,65,
IC0517,,129.092083,-2.055556,0.61,G,0.34,29,
IC0518,,129.028958,0.692583,,Other,,,
IC0519,,130.143375,2.611333,0.50,G,0.48,28,
IC0520,,133.426083,73.490944,2.10,G,1.63,175,
IC0521,,131.683167,2.537417,0.93,G,0.67,80,
IC0522,,133.645458,57.166722,1.24,G,1.02,165,
IC0523,,133.297167,9.148167,0.86,G,0.56,95,
IC0524,,134.553458,-19.191917,0.94,G,0.63,21,
IC0525,,135.343625,-1.853972,0.95,G,0.33,10,
IC0526,,135.669917,10.841639,0.77,G,0.45,41,
IC0527,,137.424083,37.601583,1.37,G,1.13,71,
IC0528,,137.343958,15.796167,1.39,G,0.62,162,
IC0529,,139.636667,73.759333,3.21,G,1.53,142,
IC0530,,138.820708,11.885694,1.93,G,0.31,87,
IC0531,,139.461708,-0.278472,0.79,G,0.42,60,
IC0532,,139.765667,-16.754944,,Other,,,
IC0533,,140.097500,-3.992028,0.95,G,0.27,155,
IC0534,,140.314375,3.151139,1.19,G,0.31,148,
IC0535,,140.567583,-1.040333,0.65,G,0.53,5,
IC0536,,141.167083,25.110194,1.09,G,0.22,24,
IC0537,,141.344208,-12.391778,1.32,G,1.22,160,
IC0539,,142.284333,-2.549139,0.97,G,0.73,130,
IC0540,,142.543042,7.902750,1.07,G,0.27,171,
IC0541,,142.628292,-4.253667,,Other,,,
IC0542,,142.775917,-13.181361,1.21,G,0.39,95,
IC0543,,142.787917,-14.772500,,Other,,,
IC0544,,143.972417,24.894861,0.80,G,0.25,24,
IC0545,,144.022333,24.948944,0.56,G,0.42,44,
IC0546,,143.709333,-16.384417,1.27,G,0.70,103,
IC0548,,144.580417,9.445972,0.76,G,0.19,166,
IC0549,,145.180125,3.959750,0.60,G,0.37,180,
IC0550,,145.119083,-6.946056,1.07,G,0.70,34,
IC0551,,145.250458,6.936083,0.81,G,0.53,155,
IC0552,,145.319042,10.647000,1.12,G,0.63,2,
IC0553,,145.188042,-5.435361,1.07,G,0.85,118,
IC0554,,145.487042,12.296278,1.29,G,0.57,18,
IC0557,,146.010000,10.988111,1.11,G,0.64,38,
IC0558,,146.251458,29.452306,0.93,G,0.72,165,
IC0559,,146.182875,9.615000,1.09,G,0.92,87,
IC0560,,146.472667,-0.268306,1.41,G,0.54,20,
IC0561,,146.495042,3.145194,0.51,G,0.42,6,
IC0562,,146.516250,-3.971167,1.22,G,0.28,162,
IC0563,,146.584792,3.045583,0.97,G,0.40,111,
IC0564,,146.587833,3.071361,1.64,G,0.45,68,
IC0565,,146.961500,15.852556,1.00,GPair,,,
IC0565 NED01,,146.956958,15.852028,0.68,G,0.16,178,
IC0565 NED02,,146.960542,15.851889,1.24,G,0.27,51,
IC0566,,147.484958,-0.231361,0.60,G,0.53,84,
IC0567,,147.640750,12.784722,,*,,,
IC0568,,147.784708,15.730444,1.07,G,0.64,106,
IC0569,,147.867292,10.920056,0.78,G,0.54,164,
IC0570,,147.962417,15.755750,0.46,G,0.34,61,
IC0571,,148.131542,15.775444,0.71,G,0.54,133,
IC0572,,148.136708,15.826861,0.54,G,0.53,130,
IC0574,,148.612625,-6.953389,1.05,G,0.87,4,
IC0575,,148.637208,-6.857556,1.52,G,1.17,50,
IC0576,,148.779333,11.039556,0.59,G,0.51,168,
IC0577,,149.016542,10.498861,0.62,G,0.57,117,
IC0578,,149.067292,10.486083,1.25,G,0.54,66,
IC0579,,149.164250,-13.774889,1.12,G,0.41,132,
IC0581,,149.548250,15.946972,1.00,G,0.71,129,
IC0582,,149.750958,17.817139,0.97,G,0.91,85,
IC0583,,149.771167,17.821444,0.89,G,0.19,113,
IC0584,,149.771375,10.361139,0.50,G,0.43,149,
IC0585,,149.933833,12.988583,1.21,G,0.86,123,
IC0586,,149.959583,-6.922833,0.76,G,0.70,55,
IC0587,,150.771542,-2.400028,1.25,G,0.56,106,
IC0588,,150.529333,3.057694,0.90,G,0.53,164,
IC0589,,151.099583,-5.678917,0.69,G,0.51,20,
IC0590,,151.459292,0.632944,0.90,GPair,,,
IC0590 NED01,,151.457625,0.633361,1.06,G,0.78,105,
IC0590 NED02,,151.461125,0.631806,0.79,G,0.76,33,
IC0591,,151.865375,12.274500,0.93,G,0.60,164,
IC0592,,151.994792,-2.497250,0.92,G,0.75,26,
IC0593,,152.075042,-2.526806,0.81,G,0.58,97,
IC0594,,152.133333,-0.666861,1.11,G,0.56,131,
IC0595,,152.408833,11.000250,0.81,G,0.58,172,
IC0596,,152.630625,10.042389,0.96,G,0.31,18,
IC0597,,152.549833,-6.899250,0.50,G,0.23,170,
IC0598,,153.202375,43.145528,1.65,G,0.41,7,
IC0599,,153.302125,-5.629000,1.17,G,0.29,36,
IC0600,,154.295458,-3.497778,1.92,G,1.03,13,
IC0601,,154.563708,7.038833,0.47,G,0.22,37,
IC0602,,154.582208,7.049306,0.97,G,0.50,173,
IC0603,,154.854375,-5.656167,1.31,G,0.79,174,
IC0605,,155.600542,1.198250,0.77,G,0.54,9,
IC0607,,156.035750,16.741889,1.27,G,0.96,87,
IC0608,,156.088042,-6.039306,0.95,G,0.54,108,
IC0609,,156.397625,-2.215222,1.35,G,0.39,19,
IC0610,,156.618208,20.228194,1.89,G,0.33,28,
IC0612,,156.774417,11.054889,0.42,G,0.25,174,
IC0613,,156.782458,11.010722,0.77,G,0.70,12,
IC0614,,156.716042,-3.464750,0.78,G,0.53,18,
IC0615,,156.841583,11.079972,1.22,G,0.36,143,
IC0616,,158.198167,15.860833,0.93,G,0.75,160,
IC0619,,158.458250,12.878361,0.84,G,0.65,177,
IC0620,,158.389292,11.871389,0.73,G,0.60,88,
IC0621,,158.337667,2.616139,0.90,G,0.62,82,
IC0623,,158.837542,3.558389,0.94,G,0.32,151,
IC0624,,159.063250,-8.333944,2.42,G,0.55,39,
IC0625,,160.658542,-23.935611,2.25,G,0.53,105,
IC0626,,159.237917,-7.023861,1.21,G,0.95,137,
IC0627,,159.332875,-3.357806,0.72,G,0.57,175,
IC0628,,159.400792,5.603694,0.89,G,0.67,120,
IC0630,,159.640042,-7.170528,2.12,G,1.67,150,
IC0631,,159.745417,-7.052389,0.67,G,0.59,147,
IC0632,,159.799125,-0.409472,0.98,G,0.57,30,
IC0633,,159.851583,-0.389306,0.65,G,0.27,103,
IC0634,,160.228708,5.991833,1.00,G,0.38,116,
IC0635,,160.438750,15.643333,1.09,G,0.33,7,
IC0636,,160.460792,4.330778,0.95,G,0.41,49,
IC0637,,160.591333,15.359611,0.75,G,0.50,17,
IC0638,,160.949917,15.895139,0.77,G,0.38,2,
IC0639,,161.466750,16.930444,1.41,G,0.42,180,
IC0640,,161.710208,34.767639,,Other,,,
IC0641,,161.955875,34.672833,,Other,,,
IC0642,,162.033875,18.188694,1.45,G,1.36,19,
IC0643,,162.363250,12.201000,1.34,G,0.46,73,
IC0645,,162.538958,-6.042889,0.48,G,0.42,59,
IC0646,,162.896583,55.465833,0.84,G,0.43,147,
IC0647,,162.643708,-12.854806,0.68,G,0.39,62,
IC0648,,162.751333,12.287389,0.94,G,0.74,158,
IC0649,,162.717500,1.163889,0.70,GPair,,,
IC0649 NED01,,162.717042,1.165333,0.70,G,0.56,15,
IC0649 NED02,,162.717500,1.161667,0.32,G,0.21,0,
IC0650,,162.668958,-13.442056,0.93,G,0.67,10,
IC0651,,162.743375,-2.150361,0.72,G,0.71,20,
IC0653,,163.028250,-0.560778,2.07,G,0.71,57,
IC0654,,163.459958,-11.725583,1.20,G,0.44,133,
IC0655,,163.592667,-0.364972,1.00,G,0.27,48,
IC0656,,163.783917,17.612889,,Other,,,
IC0657,,164.473208,-4.904944,1.14,G,0.43,169,
IC0658,,164.567750,8.241667,1.08,G,0.85,43,
IC0659,,164.516083,-6.260528,1.24,G,0.86,60,
IC0660,,164.611083,1.382917,0.79,G,0.52,31,
IC0661,,164.714583,1.650639,0.77,G,0.55,31,
IC0662,,164.835625,1.598833,0.78,G,0.58,71,
IC0663,,165.155292,10.437194,0.85,G,0.57,172,
IC0664,,165.188958,10.553056,1.87,G,1.30,53,
IC0665,,165.124708,-13.866806,1.03,G,0.35,148,
IC0666,,165.311708,10.481111,0.58,G,0.33,147,
IC0667,,166.652292,15.088722,0.68,G,0.58,32,
IC0668,,166.664833,15.040917,0.66,G,0.39,95,
IC0669,,166.819042,6.302472,1.08,G,0.67,169,
IC0670,,166.870042,6.714250,1.11,G,0.98,65,
IC0671,,166.881667,0.783111,1.21,G,0.95,21,
IC0672,,167.013458,-12.484167,0.75,G,0.33,155,
IC0673,,167.355458,-0.097722,1.29,G,0.59,168,
IC0674,,167.776500,43.633000,1.37,G,0.41,121,
IC0675,,167.739000,3.594222,,**,,,
IC0676,,168.165917,9.055833,1.85,G,1.31,0,
IC0677,,168.485417,12.301083,1.43,G,0.60,45,
IC0678,,168.526583,6.577194,0.78,G,0.50,141,
IC0679,,169.152542,-13.972083,0.53,G,0.37,125,
IC0680,,169.477917,-1.946444,0.81,G,0.56,154,
IC0681,,169.633042,-12.140222,0.87,G,0.45,35,
IC0683,,170.382417,2.751806,0.69,G,0.49,175,
IC0685,,170.527167,17.753417,0.68,G,0.43,176,
IC0686,,170.771958,5.644667,0.51,G,0.26,42,
IC0687,,171.072208,47.847528,1.08,G,1.03,121,
IC0688,,170.917667,-9.795556,0.98,G,0.49,98,
IC0690,,171.085875,-8.341972,1.17,G,0.46,170,
IC0691,,171.684667,59.155417,1.14,G,0.72,148,
IC0692,,171.472792,9.987500,0.85,G,0.56,118,
IC0693,,171.702583,-5.004000,0.98,G,0.48,90,
IC0694,,172.113750,58.578472,0.21,G,0.18,51,
IC0695,,171.992875,-11.715333,0.65,G,0.21,85,
IC0696,,172.166333,9.098694,0.92,G,0.85,16,
IC0697,,172.143542,-1.629583,0.67,G,0.47,131,
IC0698,,172.266000,9.112056,1.04,G,0.50,147,
IC0699,,172.277042,8.988583,1.21,G,0.34,12,
IC0700,,172.314500,20.584917,1.10,GGroup,,,
IC0700 NED01,,172.309000,20.581111,0.20,G,0.13,0,
IC0700 NED02,,172.313750,20.583167,0.94,G,0.46,71,
IC0700 NED03,,172.318167,20.586583,0.30,G,0.28,25,
IC0700 NED04,,172.319583,20.587861,0.25,G,0.11,54,
IC0701,,172.752833,20.468944,0.74,G,0.55,77,
IC0702,,172.727958,-4.922000,0.75,G,0.42,130,
IC0705,,173.234792,50.241861,0.77,G,0.50,34,
IC0706,,173.302583,-13.338056,1.52,G,0.27,111,
IC0707,,173.436000,21.380056,0.65,G,0.52,5,
IC0708,,173.496750,49.062056,1.50,G,0.98,140,
IC0709,,173.560583,49.043167,1.05,G,0.93,25,
IC0710,,173.614208,25.876472,0.80,G,0.49,180,
IC0711,,173.694000,48.956111,0.87,G,0.81,27,
IC0712,,173.705458,49.077694,3.02,G,0.89,91,
IC0713,,173.684250,16.846889,,*,,,
IC0715,,174.227625,-8.377389,1.00,GPair,,,
IC0715NW,,174.225875,-8.375806,0.87,G,0.40,157,
IC0715SE,,174.228917,-8.378722,0.33,G,0.23,23,
IC0716,,174.763875,-0.206000,1.59,G,0.30,123,
IC0718,,174.969875,8.874528,1.15,G,0.57,180,
IC0719,,175.077125,9.009889,1.22,G,0.39,52,
IC0720,,175.592917,8.767778,1.30,GPair,,,
IC0720 NED01,,175.592917,8.765472,1.05,G,0.93,8,
IC0720 NED02,,175.593083,8.769861,0.75,G,0.52,172,
IC0721,,175.620333,-8.340333,1.63,G,0.29,99,
IC0722,,175.682333,8.974222,0.92,G,0.57,76,
IC0723,,175.740000,-8.332500,0.80,G,0.62,149,
IC0724,,175.894458,8.942472,2.39,G,0.73,59,
IC0725,,175.872250,-1.667972,0.74,G,0.66,125,
IC0726,,175.938750,33.391944,0.87,G,0.77,103,
IC0727,,176.119167,10.783806,1.65,G,0.28,161,
IC0728,,176.210292,-1.601333,1.20,G,0.58,63,
IC0729,,176.326333,33.335806,0.57,G,0.25,4,
IC0731,,176.325333,49.570417,0.70,G,0.36,83,
IC0732,,176.498333,20.442778,1.10,GPair,,,
IC0732N,,176.497625,20.447028,0.65,G,0.27,155,
IC0732S,,176.499458,20.438917,0.74,G,0.39,128,
IC0733,,176.494000,-8.155833,0.72,G,0.19,90,
IC0734,,176.515833,-8.267778,1.10,GPair,,,
IC0734 NED01,,176.515625,-8.271028,0.95,G,0.47,15,
IC0734 NED02,,176.516167,-8.264972,0.83,G,0.71,12,
IC0735,,177.053333,13.209389,1.16,G,0.69,154,
IC0736,,177.083833,12.716583,0.66,G,0.63,82,
IC0737,,177.114667,12.727389,0.82,G,0.70,108,
IC0738,,177.228625,-4.681944,0.80,G,0.47,99,
IC0739,,177.880375,23.862861,1.09,G,0.76,151,
IC0741,,177.632375,-4.835889,1.03,G,0.52,136,
IC0742,,177.759375,20.799722,1.07,G,0.86,121,
IC0743,,178.342750,-13.264861,1.19,G,0.31,144,
IC0744,,178.519792,23.192222,0.63,G,0.38,52,
IC0745,,178.551125,0.136639,0.78,G,0.76,10,
IC0746,,178.896375,25.889444,1.01,G,0.46,169,
IC0747,,179.270417,-8.292333,0.65,G,0.30,40,
IC0748,,179.361292,7.460944,0.85,G,0.67,78,
IC0749,,179.641875,42.734028,2.13,G,1.71,159,
IC0750,,179.717500,42.722472,2.11,G,1.02,40,
IC0751,,179.719167,42.570333,1.10,G,0.41,30,
IC0752,,179.812500,42.566833,0.58,G,0.43,91,
IC0753,,179.803667,-0.523833,1.07,G,0.69,24,
IC0754,,179.848125,-1.654528,0.96,G,0.74,29,
IC0756,,180.740875,4.845861,1.70,G,0.70,99,
IC0758,,181.049500,62.505361,1.75,G,0.80,28,
IC0759,,181.288875,20.260000,,Other,,,
IC0760,,181.472958,-29.292083,1.82,G,0.53,149,
IC0761,,181.473750,-12.673333,1.00,G,0.38,108,
IC0762,,182.049833,25.757139,0.79,G,0.50,144,
IC0763,,182.063792,25.811500,0.91,G,0.45,86,
IC0764,,182.559125,-29.736806,4.84,G,1.14,177,
IC0765,,182.629042,16.135194,,Other,,,
IC0766,,182.723333,-12.655250,1.77,G,0.31,168,
IC0767,,182.761375,12.104000,0.93,G,0.68,75,
IC0768,,182.948417,12.143722,1.29,G,0.57,112,
IC0769,,183.134708,12.123806,2.20,G,1.51,37,
IC0770,,183.259708,-4.553361,0.46,G,0.43,40,
IC0771,,183.805167,13.184528,0.72,G,0.58,92,
IC0772,,183.816208,23.958167,0.78,G,0.36,96,
IC0773,,184.533708,6.139556,0.78,G,0.65,9,
IC0774,,184.713583,-6.766556,0.80,G,0.47,142,
IC0775,,184.723625,12.912667,1.05,G,0.77,11,
IC0776,,184.762083,8.856111,1.12,G,0.62,93,
IC0777,,184.849000,28.309944,0.84,G,0.40,144,
IC0779,,184.911375,29.883194,0.97,G,0.93,50,
IC0780,,184.993250,25.771694,1.18,G,0.83,8,
IC0781,,185.013750,14.961528,1.30,G,1.24,30,
IC0782,,185.404042,5.765750,1.14,G,0.64,61,
IC0783,,185.411625,15.745111,1.23,G,1.13,100,
IC0784,,185.625208,-4.652694,2.11,G,0.60,96,
IC0785,,185.758667,-13.223639,1.13,G,0.49,70,
IC0786,,185.795625,-13.204667,1.03,G,0.89,176,
IC0787,,186.354667,16.124194,1.06,G,0.44,180,
IC0789,,186.585500,7.460167,1.01,G,0.58,140,
IC0791,,186.747833,22.639583,1.05,G,0.97,78,
IC0792,,186.786542,16.325389,1.02,G,0.45,56,
IC0794,,187.035875,12.093306,1.32,G,0.94,103,
IC0795,,187.130583,23.304944,0.66,G,0.33,155,
IC0796,,187.359792,16.404778,1.46,G,0.46,145,
IC0797,,187.978167,15.123944,1.10,G,0.75,105,
IC0798,,188.139208,15.415389,0.90,G,0.87,36,
IC0800,,188.486083,15.354833,1.51,G,1.10,151,
IC0801,,188.437292,52.254806,1.10,G,0.92,55,
IC0802,,188.990125,74.301333,,*,,,
IC0803,,189.904208,16.588028,1.20,GGroup,,,
IC0803 NED01,,189.899417,16.587833,1.00,G,0.32,75,
IC0803 NED02,,189.906292,16.588528,0.89,G,0.14,125,
IC0804,,190.316542,-5.009111,1.03,G,0.49,64,
IC0806,,190.535125,-17.349361,0.94,G,0.61,107,
IC0807,,190.552042,-17.403556,1.13,G,0.70,67,
IC0808,,190.477292,19.932111,,Other,,,
IC0809,,190.536083,11.754278,0.97,G,0.91,4,
IC0810,,190.537833,12.596806,1.62,G,0.58,167,
IC0812,,191.211917,-4.434611,0.90,G,0.56,118,
IC0813,,191.299333,23.036139,0.94,G,0.74,21,
IC0814,,191.392250,-8.092194,0.85,G,0.35,170,
IC0815,,191.594458,11.876611,0.85,G,0.74,138,
IC0816,,191.693083,9.850556,1.10,G,0.70,34,
IC0817,,191.736667,9.857111,0.73,G,0.66,91,
IC0818,,191.685625,29.735278,0.89,G,0.25,47,
IC0821,,191.859000,29.787778,1.00,G,0.92,121,
IC0822,,191.939875,30.077194,0.74,G,0.55,98,
IC0823,,191.961917,27.209167,,*,,,
IC0825,,192.579875,-5.363000,0.62,G,0.45,79,
IC0826,,192.833042,31.059639,0.69,G,0.48,62,
IC0827,,192.979417,16.282861,0.89,G,0.42,103,
IC0828,,193.065125,-8.132861,0.69,G,0.27,145,
IC0829,,193.114292,-15.518528,0.38,G,0.38,105,
IC0830,,192.818833,53.696306,1.16,G,0.60,164,
IC0831,,193.183625,26.470417,0.86,G,0.41,96,
IC0832,,193.496292,26.444056,0.78,G,0.74,2,
IC0833,,194.159167,-6.733417,0.43,G,0.34,138,
IC0834,,194.077500,26.358917,0.91,G,0.54,96,
IC0835,,194.217833,26.487722,0.76,G,0.70,144,
IC0836,,193.975083,63.612333,1.23,G,0.24,74,
IC0837,,194.380042,26.512167,0.92,G,0.33,12,
IC0838,,194.556542,26.426889,0.67,G,0.60,4,
IC0839,,194.562708,28.125917,0.48,G,0.28,84,
IC0840,,194.675125,10.616500,0.82,G,0.65,161,
IC0841,,194.947250,21.813222,0.96,G,0.55,130,
IC0842,,195.164792,29.019417,1.14,G,0.57,56,
IC0844,,195.825917,-30.521083,1.77,G,0.54,100,
IC0845,,196.239250,12.079056,0.84,G,0.64,129,
IC0846,,196.337958,23.095556,0.73,G,0.62,154,
IC0848,,196.756500,16.007111,0.73,G,0.54,165,
IC0849,,196.911208,-0.942472,1.02,G,0.90,91,
IC0850,,196.959292,-0.868444,0.95,G,0.26,68,
IC0851,,197.143083,21.049778,1.13,G,0.41,152,
IC0852,,196.903167,60.157194,1.17,G,0.98,24,
IC0853,,197.173875,52.774278,1.03,G,0.96,14,
IC0854,,197.458208,24.577556,0.92,G,0.69,122,
IC0855,,197.653750,-4.484528,0.72,G,0.63,15,
IC0856,,197.673375,20.536778,0.73,G,0.21,64,
IC0857,,198.459042,17.076250,0.99,G,0.74,100,
IC0858,,198.716417,17.226778,1.56,G,1.09,100,
IC0859,,198.738667,17.225167,0.68,G,0.61,142,
IC0860,,198.764708,24.618861,0.96,G,0.60,19,
IC0861,,198.780917,34.328778,0.84,G,0.58,76,
IC0862,,199.064083,20.047667,0.54,G,0.54,80,
IC0863,,199.301667,-17.254472,1.14,G,0.79,45,
IC0864,,199.285375,20.691722,0.58,G,0.27,23,
IC0865,,199.397875,-5.833889,0.73,G,0.61,40,
IC0866,,199.319792,20.691000,0.67,G,0.37,34,
IC0867,,199.332458,20.638083,1.27,G,0.90,18,
IC0868,,199.368917,20.612333,0.79,G,0.74,9,
IC0869,,199.378167,20.681083,1.00,GPair,,,
IC0869 NED01,,199.374833,20.684194,0.55,G,0.44,80,
IC0869 NED02,,199.381833,20.677583,0.33,G,0.29,80,
IC0870,,199.378750,20.600111,0.79,G,0.48,45,
IC0871,,199.494417,4.403417,1.57,G,0.79,70,
IC0872,,199.256667,6.357083,1.16,G,0.93,117,
IC0873,,199.567833,4.464306,0.94,G,0.86,120,
IC0874,,199.752167,-27.628556,1.29,G,1.05,56,
IC0875,,199.281542,57.539444,1.55,G,1.14,149,
IC0876,,199.644083,4.486306,0.90,G,0.76,174,
IC0877,,199.489042,6.082056,,Other,,,
IC0878,,199.501500,6.120417,,Other,,,
IC0879,,199.919042,-27.428972,0.84,G,0.34,136,
IC0880,,199.530667,6.112111,,Other,,,
IC0881,,199.984792,15.850528,1.53,G,0.35,12,
IC0882,,200.028917,15.898139,0.81,G,0.70,66,
IC0883,,200.147250,34.139500,0.79,G,0.47,152,
IC0884,,200.478792,-12.729722,,Other,,,
IC0885,,200.628833,21.316417,1.01,G,0.89,170,
IC0886,,200.989542,-4.395444,0.66,G,0.54,58,
IC0887,,201.049750,-12.460417,,Other,,,
IC0889,,201.656417,11.869500,0.89,G,0.76,13,
IC0890,,202.106625,-16.092333,1.16,G,0.47,146,
IC0891,,202.499667,0.305111,0.78,G,0.73,30,
IC0892,,202.941167,-2.713056,1.60,G,0.84,19,
IC0893,,202.947417,-2.611611,1.01,G,0.20,52,
IC0894,,203.020083,17.048972,1.14,G,0.50,79,
IC0896,,203.542583,4.868472,1.04,G,0.71,29,
IC0897,,203.581042,17.848056,0.75,G,0.32,56,
IC0898,,203.539208,13.280833,0.61,G,0.43,163,
IC0899,,203.747750,-8.091639,0.85,G,0.71,91,
IC0900,,203.679208,9.336861,1.28,G,0.85,29,
IC0901,,203.926667,13.330917,0.74,G,0.53,91,
IC0902,,204.005083,49.960833,2.18,G,0.55,162,
IC0903,,204.608625,-0.227639,1.64,G,0.62,178,
IC0904,,204.634208,0.540194,1.05,G,0.54,129,
IC0905,,205.012208,23.142972,0.86,G,0.70,130,
IC0906,,205.041625,23.341083,0.84,G,0.29,145,
IC0907,,204.845875,51.051056,1.11,G,0.21,20,
IC0908,,205.328917,-4.344194,0.90,G,0.55,82,
IC0909,,205.213167,24.473278,0.73,G,0.67,2,
IC0910,,205.282750,23.282056,0.68,G,0.56,120,
IC0911,,205.355708,23.247472,0.56,G,0.40,99,
IC0912,,205.370250,23.245444,0.72,G,0.35,100,
IC0913,,205.373583,23.166944,0.72,G,0.49,63,
IC0914,,205.419208,23.189028,0.79,G,0.65,165,
IC0915,,205.863958,-17.332806,0.45,G,0.41,110,
IC0916,,205.658958,24.465056,0.86,G,0.83,85,
IC0917,,205.630208,55.636917,,*,,,
IC0918,,205.657542,55.529556,0.63,G,0.23,102,
IC0919,,205.697917,55.521389,0.54,G,0.32,25,
IC0920,,206.352792,-12.574167,0.87,G,0.77,10,
IC0921,,205.783333,55.651222,0.29,G,0.20,104,
IC0922,,205.734833,55.603889,0.78,G,0.47,120,
IC0923,,205.809125,55.603139,0.56,G,0.50,101,
IC0924,,206.406625,-12.455083,0.78,G,0.47,77,
IC0925,,205.817083,55.615806,0.54,G,0.17,106,
IC0926,,205.913625,55.631528,0.35,G,0.18,94,
IC0927,,206.468292,-12.464500,0.87,G,0.74,75,
IC0928,,205.950000,55.567861,0.34,G,0.25,11,
IC0929,,205.937583,55.633778,0.46,G,0.37,81,
IC0930,,205.939792,55.646528,0.40,G,0.33,99,
IC0931,,205.954958,55.623972,0.25,G,0.19,61,
IC0932,,205.963333,55.646750,0.47,G,0.23,64,
IC0933,,206.317333,23.218944,1.19,G,0.85,150,
IC0934,,205.968292,55.656806,0.36,G,0.28,174,
IC0936,,206.035625,55.706111,0.41,G,0.21,93,
IC0937,,206.120542,55.630194,0.52,G,0.47,114,
IC0938,,206.130208,55.627389,0.76,G,0.29,156,
IC0939,,206.929708,3.411472,1.02,G,0.93,121,
IC0940,,206.990458,3.449639,0.67,G,0.38,124,
IC0941,,207.148500,24.015083,0.90,G,0.49,112,
IC0942,,206.921417,56.621583,1.00,G,0.66,96,
IC0943,,207.633875,3.194167,0.86,G,0.82,1,
IC0944,,207.878625,14.092222,1.53,G,0.74,107,
IC0945,,206.782500,72.070389,1.00,G,0.59,118,
IC0946,,208.034833,14.116222,0.90,G,0.70,104,
IC0947,,208.149583,0.818361,1.67,G,1.09,65,
IC0948,,208.111292,14.091278,1.18,G,0.66,151,
IC0949,,208.069833,22.521583,1.27,G,0.44,137,
IC0950,,208.109167,14.489722,0.80,GPair,,,
IC0950 NED01,,208.106833,14.488722,1.23,G,0.38,124,
IC0950 NED02,,208.111375,14.490889,0.99,G,0.89,152,
IC0951,,207.946708,50.978333,1.05,G,1.00,5,
IC0952,,208.424667,3.377389,1.25,G,0.47,94,
IC0953,,208.738417,-30.283306,,Other,,,
IC0954,,207.487083,71.164556,0.96,G,0.53,80,
IC0955,,208.930500,-30.261194,,Other,,,
IC0956,,208.669500,20.721472,0.80,GPair,,,
IC0956 NED01,,208.667833,20.719806,0.47,G,0.41,129,
IC0956 NED02,,208.669000,20.717000,0.59,G,0.49,29,
IC0957,,209.034833,-30.237639,,Other,,,
IC0959,,209.014167,13.505833,1.50,G,0.88,2,
IC0960,,208.998208,17.505833,1.80,GPair,,,
IC0960A,,208.996208,17.499222,0.64,G,0.34,110,
IC0960B,,209.000500,17.511556,0.89,G,0.34,24,
IC0961,,208.944958,25.840361,0.81,G,0.74,10,
IC0962,,209.305000,12.021333,0.85,G,0.84,85,
IC0963,,209.354250,17.407750,0.64,G,0.53,5,
IC0964,,209.422292,17.508722,0.64,G,0.56,134,
IC0965,,209.447917,17.510528,0.80,G,0.61,64,
IC0966,,209.558333,5.408278,0.92,G,0.77,155,
IC0967,,209.595625,14.457250,0.97,G,0.42,26,
IC0968,,210.155083,-2.907583,1.10,GPair,,,
IC0968 NED01,,210.152542,-2.909111,0.69,G,0.43,123,
IC0968 NED02,,210.158167,-2.906306,0.68,G,0.34,7,
IC0969,,210.442500,-4.180389,0.60,G,0.39,176,
IC0970,,210.642542,14.552556,1.26,G,0.35,54,
IC0971,,210.969958,-10.140583,2.26,G,1.29,129,
IC0972,,211.107958,-17.228194,0.70,PN,,,
IC0974,,211.643167,-5.492417,,*,,,
IC0975,,211.786833,15.318083,0.75,G,0.57,174,
IC0976,,212.180375,-1.161639,1.52,G,0.62,174,
IC0977,,212.175208,-3.002444,0.69,G,0.53,132,
IC0978,,212.242083,-2.973778,0.97,G,0.51,25,
IC0979,,212.384875,14.831833,1.09,G,0.66,172,
